Time,ProfitLabel,TimeFilter,Close,Rsi7,Rsi14,Rsi21,MacdLine1,MacdCandle1,MacdLine2,MacdCandle2,MacdLine3,MacdCandle3,Cci1,Cci2,Cci3,StochMain1,StochSignal1,StochMain2,StochSignal2,StochMain3,StochSignal3,Hour_sin,Hour_cos,RSI7_minus_RSI14,RSI7_minus_RSI21,RSI14_minus_RSI21,RSI7_div_RSI14,RSI7_div_RSI21,RSI14_div_RSI21,RSI7_region,RSI14_region,RSI21_region,RSI_order,MacdHist1,MacdCross1,MacdAboveZero1,MacdSlope1,MacdHist2,MacdCross2,MacdAboveZero2,MacdSlope2,MacdHist3,MacdCross3,MacdAboveZero3,MacdSlope3,CciRegion1,CciRegion2,CciRegion3,StochCross1,StochRegion1,StochCross2,StochRegion2,StochCross3,StochRegion3,ma_diff_7_14,ma_diff_14_21,ma_diff_7_21,ma7_close_diff,ma14_close_diff,ma21_close_diff,tenkan_kijun_diff,spanA_spanB_diff,close_tenkan_diff,close_kijun_diff,close_spanA_diff,close_spanB_diff,boll_bandwidth,close_boll_upper_diff,close_boll_lower_diff,close_boll_middle_diff,boll_upper_middle_diff,boll_lower_middle_diff,close_env_upper_diff,close_env_lower_diff,Rsi7_momentum_1,Rsi7_momentum_2,Rsi7_momentum_3,MacdLine1_momentum_1,MacdLine1_momentum_2,MacdLine1_momentum_3,StochMain1_momentum_1,StochMain1_momentum_2,StochMain1_momentum_3,Rsi14_momentum_1,Rsi14_momentum_2,Rsi14_momentum_3,MacdLine2_momentum_1,MacdLine2_momentum_2,MacdLine2_momentum_3,StochMain2_momentum_1,StochMain2_momentum_2,StochMain2_momentum_3,Rsi21_momentum_1,Rsi21_momentum_2,Rsi21_momentum_3,MacdLine3_momentum_1,MacdLine3_momentum_2,MacdLine3_momentum_3,StochMain3_momentum_1,StochMain3_momentum_2,StochMain3_momentum_3
2025-04-09 06:25:00,2,1,3008.28,63.32,62.22,61.39,3.85,4.46,3.51,3.35,1.41,1.18,94.61,136.69,85.87,63.45,68.82,74.34,73.51,67.19,64.3,1.0,6.123233995736766e-17,1.1,1.93,0.83,1.02,1.03,1.01,3,3,3,0,-0.61,0,1,0.01,0.16,1,1,0.06,0.23,1,1,0.4,1,2,1,0,1,1,1,1,1,1.3,1.93,3.23,-2.23,-3.53,-5.46,9.19,-1.41,3.85,13.04,29.35,27.94,-4.21,2.56,-1.65,6.77,4.21,8.42,0.34,6.35,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1
2025-04-09 06:30:00,1,1,3008.93,65.16,63.04,61.92,3.86,4.28,3.57,3.39,1.69,1.2,129.34,171.74,135.2,69.36,67.3,80.88,75.82,76.81,69.16,1.0,6.123233995736766e-17,2.12,3.24,1.12,1.03,1.05,1.02,3,3,3,0,-0.42,0,1,0.01,0.18,1,1,0.06,0.49,1,1,0.28,2,3,2,1,1,1,2,1,1,1.46,1.93,3.39,-2.16,-3.62,-5.55,8.61,-1.31,3.79,12.4,29.9,28.59,-4.27,3.19,-1.08,7.46,4.27,8.54,0.52,6.53,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1
2025-04-09 06:35:00,2,1,3006.33,52.84,57.68,58.55,3.62,4.12,3.56,3.43,1.27,1.23,-33.28,37.17,17.54,71.77,68.19,81.76,79.0,82.26,75.42,1.0,6.123233995736766e-17,-4.84,-5.71,-0.87,0.92,0.9,0.99,2,2,2,5,-0.5,0,1,-0.24,0.13,1,1,-0.01,0.04,1,1,-0.42,0,1,1,1,1,1,2,1,2,1.21,1.8,3.01,0.33,-0.88,-2.68,6.15,0.58,0.49,6.64,24.93,25.51,-4.06,0.71,-3.35,4.76,4.05,8.11,-2.22,3.79,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
2025-04-09 06:40:00,2,1,3006.53,53.63,57.98,58.73,3.4,3.98,3.55,3.46,1.02,1.26,-3.08,63.68,54.53,60.19,67.1,69.6,77.41,75.01,78.03,1.0,6.123233995736766e-17,-4.35,-5.1,-0.75,0.92,0.91,0.99,2,2,2,5,-0.58,0,1,-0.22,0.09,1,1,-0.01,-0.24,0,1,-0.25,0,1,1,0,1,0,1,0,1,1.04,1.68,2.72,0.1,-0.94,-2.62,3.49,0.59,0.39,3.88,21.51,22.1,-4.08,0.88,-3.2,4.95,4.07,8.15,-2.04,3.97,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-09 06:45:00,2,1,3007.97,59.33,60.14,60.05,3.31,3.85,3.56,3.49,1.09,1.27,70.48,95.21,102.45,58.03,63.33,61.44,70.93,71.7,76.32,1.0,6.123233995736766e-17,-0.81,-0.72,0.09,0.99,0.99,1.0,2,3,3,3,-0.54,0,1,-0.09,0.07,1,1,0.01,-0.18,0,1,0.07,1,1,2,0,1,0,1,0,1,1.05,1.63,2.68,-1.01,-2.06,-3.69,2.85,0.59,1.55,4.4,22.39,22.98,-4.2,2.21,-1.99,6.4,4.19,8.39,-0.83,5.18,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2025-04-09 06:50:00,2,1,3006.67,52.53,57.28,58.29,3.1,3.71,3.54,3.51,0.84,1.24,23.3,63.91,73.95,59.76,59.33,60.88,63.97,72.87,73.19,1.0,6.123233995736766e-17,-4.75,-5.76,-1.01,0.92,0.9,0.98,2,2,2,5,-0.61,0,1,-0.21,0.03,1,1,-0.02,-0.4,0,1,-0.25,1,1,1,1,1,0,1,0,1,0.88,1.51,2.39,0.22,-0.66,-2.17,1.08,0.58,0.25,1.33,19.83,20.41,-4.17,0.93,-3.24,5.1,4.17,8.34,-2.17,3.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-04-09 06:55:00,2,1,3004.34,42.37,52.46,55.23,2.71,3.54,3.47,3.52,0.21,1.1,-153.86,-45.69,-34.74,50.05,55.95,48.57,56.96,64.6,69.72,1.0,6.123233995736766e-17,-10.09,-12.86,-2.77,0.81,0.77,0.95,2,2,2,5,-0.83,0,1,-0.39,-0.05,0,1,-0.07,-0.89,0,1,-0.63,-2,0,0,0,1,0,1,0,1,0.46,1.31,1.77,1.91,1.45,0.14,0.91,0.9,-2.08,-1.17,16.05,16.95,-3.88,-1.16,-5.04,2.73,3.89,7.77,-4.7,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-09 07:00:00,2,1,3005.85,49.72,55.09,56.77,2.5,3.35,3.42,3.51,0.13,0.96,-134.81,-109.21,-81.12,49.57,53.13,47.07,52.17,57.59,65.02,0.9659258262890683,-0.25881904510252063,-5.37,-7.05,-1.68,0.9,0.88,0.97,2,2,2,5,-0.85,0,1,-0.21,-0.09,0,1,-0.05,-0.83,0,1,-0.08,-1,-1,0,0,1,0,1,0,1,0.35,1.19,1.54,0.3,-0.05,-1.24,-0.67,1.49,1.16,0.49,14.97,16.46,-3.61,0.18,-3.43,3.79,3.61,7.22,-3.39,2.62,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-09 07:05:00,2,1,3007.46,56.6,57.78,58.38,2.43,3.2,3.4,3.51,0.38,0.89,28.56,23.07,54.7,60.96,53.53,56.95,50.86,60.75,60.98,0.9659258262890683,-0.25881904510252063,-1.18,-1.78,-0.6,0.98,0.97,0.99,2,2,2,5,-0.77,0,1,-0.07,-0.11,0,1,-0.02,-0.51,0,1,0.25,1,1,1,1,1,1,1,0,1,0.46,1.16,1.62,-0.98,-1.44,-2.6,-0.67,1.89,2.77,2.1,15.63,17.52,-3.64,1.64,-2.0,5.28,3.64,7.28,-2.09,3.92,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
2025-04-09 07:10:00,2,1,3006.75,52.88,56.18,57.39,2.29,3.02,3.37,3.49,0.37,0.78,46.39,44.86,70.41,74.11,61.55,69.98,58.0,69.98,62.77,0.9659258262890683,-0.25881904510252063,-3.3,-4.51,-1.21,0.94,0.92,0.98,2,2,2,5,-0.73,0,1,-0.14,-0.12,0,1,-0.03,-0.41,0,1,-0.01,1,1,1,1,1,1,1,1,1,0.44,1.07,1.51,-0.2,-0.64,-1.71,-0.03,2.93,2.06,2.03,13.26,16.19,-3.65,0.9,-2.75,4.56,3.66,7.31,-2.89,3.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
2025-04-09 07:15:00,2,1,3008.8,61.43,59.65,59.47,2.32,2.85,3.37,3.47,0.74,0.67,80.02,95.49,100.7,84.35,73.14,81.22,69.38,79.84,70.19,0.9659258262890683,-0.25881904510252063,1.78,1.96,0.18,1.03,1.03,1.0,3,2,2,0,-0.53,0,1,0.03,-0.1,0,1,0.0,0.07,1,1,0.37,1,1,2,1,2,1,2,1,1,0.64,1.09,1.73,-1.69,-2.33,-3.42,-0.28,3.58,4.36,4.08,14.66,18.24,-3.84,2.75,-1.09,6.59,3.84,7.68,-1.1,4.92,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1
2025-04-09 07:20:00,2,1,3011.39,69.57,63.58,61.93,2.52,2.73,3.41,3.45,1.41,0.69,161.32,211.65,189.9,88.94,82.47,87.51,79.57,86.13,78.65,0.9659258262890683,-0.25881904510252063,5.99,7.64,1.65,1.09,1.12,1.03,3,3,3,0,-0.21,0,1,0.2,-0.04,0,1,0.04,0.72,1,1,0.67,3,4,3,1,2,1,2,1,2,1.05,1.21,2.26,-3.21,-4.26,-5.47,0.0,5.15,5.5,5.5,15.68,20.83,-4.49,5.08,0.59,9.57,4.49,8.98,1.22,7.23,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1
2025-04-09 07:25:00,2,1,3008.51,54.62,56.95,57.83,2.42,2.62,3.39,3.44,1.17,0.7,75.16,108.23,115.9,84.5,85.93,86.56,85.1,85.29,83.75,0.9659258262890683,-0.25881904510252063,-2.33,-3.21,-0.88,0.96,0.94,0.98,2,2,2,5,-0.2,0,1,-0.1,-0.05,0,1,-0.02,0.47,1,1,-0.24,1,2,2,0,2,1,2,1,2,0.95,1.15,2.1,-0.25,-1.2,-2.35,0.0,6.63,2.62,2.62,11.32,17.95,-4.0,1.85,-2.15,5.84,3.99,7.99,-1.83,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-09 07:30:00,2,1,3009.03,56.58,57.8,58.35,2.36,2.52,3.37,3.41,1.08,0.7,40.32,71.42,90.41,72.7,82.05,80.43,84.83,80.43,83.95,0.9659258262890683,-0.25881904510252063,-1.22,-1.77,-0.55,0.98,0.97,0.99,2,2,2,5,-0.16,0,1,-0.06,-0.04,0,1,-0.02,0.38,1,1,-0.09,1,1,1,0,1,0,2,0,2,0.91,1.12,2.03,-0.58,-1.49,-2.61,0.0,7.09,3.14,3.14,11.38,18.47,-3.77,2.07,-1.7,5.83,3.76,7.53,-1.61,4.41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-09 07:35:00,2,1,3011.37,64.63,61.51,60.66,2.47,2.45,3.39,3.4,1.43,0.77,92.78,125.97,150.89,63.69,73.63,80.38,82.46,80.38,82.03,0.9659258262890683,-0.25881904510252063,3.12,3.97,0.85,1.05,1.07,1.01,3,3,3,0,0.02,1,1,0.11,-0.01,0,1,0.02,0.66,1,1,0.35,1,2,3,0,1,0,2,0,2,1.13,1.18,2.31,-2.19,-3.32,-4.5,0.0,7.97,5.48,5.48,12.84,20.81,-3.8,4.0,0.2,7.79,3.79,7.59,0.51,6.53,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2025-04-09 07:40:00,2,1,3010.2,58.32,58.73,58.95,2.43,2.42,3.37,3.39,1.33,0.89,56.64,99.97,125.78,66.59,67.66,84.94,81.92,84.94,81.92,0.9659258262890683,-0.25881904510252063,-0.41,-0.63,-0.22,0.99,0.99,1.0,2,2,2,5,0.01,1,1,-0.04,-0.02,0,1,-0.02,0.44,1,1,-0.1,1,1,2,0,1,1,2,1,2,1.1,1.17,2.27,-0.76,-1.86,-3.03,0.0,8.06,4.31,4.31,11.58,19.64,-3.88,2.59,-1.29,6.47,3.88,7.76,-0.75,5.27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2025-04-09 07:45:00,2,1,3010.91,61.02,59.91,59.67,2.43,2.41,3.37,3.38,1.35,1.03,34.83,83.8,109.15,75.41,68.56,88.62,84.64,90.01,85.11,0.9659258262890683,-0.25881904510252063,1.11,1.35,0.24,1.02,1.02,1.0,3,2,2,0,0.02,1,1,0.0,-0.01,0,1,0.0,0.32,1,1,0.02,1,1,2,1,1,1,2,1,2,1.13,1.17,2.3,-1.1,-2.23,-3.4,2.27,8.06,2.75,5.02,12.29,20.35,-3.98,3.02,-0.96,6.99,3.97,7.95,-0.37,5.65,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0
2025-04-09 07:50:00,2,1,3010.37,57.71,58.54,58.84,2.36,2.4,3.35,3.37,1.19,1.12,44.08,80.45,107.64,65.91,69.3,82.3,85.29,87.31,87.42,0.9659258262890683,-0.25881904510252063,-0.83,-1.13,-0.3,0.99,0.98,0.99,2,2,2,5,-0.04,0,1,-0.07,-0.02,0,1,-0.02,0.07,1,1,-0.16,1,1,2,0,1,0,2,0,2,1.04,1.14,2.18,-0.42,-1.46,-2.6,2.97,8.06,1.51,4.48,11.75,19.81,-4.11,2.33,-1.78,6.45,4.12,8.23,-1.18,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-09 07:55:00,2,1,3012.25,65.34,61.82,60.83,2.43,2.42,3.36,3.37,1.4,1.23,183.41,119.15,151.26,69.44,70.25,78.6,83.17,87.91,88.41,0.9659258262890683,-0.25881904510252063,3.52,4.51,0.99,1.06,1.07,1.02,3,3,3,0,0.01,1,1,0.07,-0.01,0,1,0.01,0.17,1,1,0.21,3,2,3,0,1,0,1,0,2,1.17,1.17,2.34,-1.73,-2.9,-4.07,3.26,7.74,2.06,5.32,13.95,21.69,-4.41,3.91,-0.5,8.32,4.41,8.82,0.39,6.41,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2025-04-09 08:00:00,2,1,3005.99,38.41,48.15,52.03,1.96,2.38,3.24,3.36,0.27,1.18,-147.86,-24.07,-6.38,38.96,58.11,48.71,69.87,71.54,82.25,0.8660254037844387,-0.4999999999999998,-9.74,-13.62,-3.88,0.8,0.74,0.93,1,2,2,5,-0.42,0,1,-0.47,-0.12,0,1,-0.12,-0.91,0,1,-1.13,-1,0,0,0,1,0,1,0,1,0.49,0.92,1.41,3.4,2.91,1.99,2.93,7.74,-3.87,-0.94,7.69,15.43,-4.24,-2.41,-6.65,1.84,4.25,8.49,-5.82,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-09 08:05:00,2,1,3008.98,49.91,53.44,55.27,1.8,2.3,3.18,3.33,0.17,1.04,-105.36,-23.65,1.89,34.62,47.68,39.27,55.53,64.89,74.78,0.8660254037844387,-0.4999999999999998,-3.53,-5.36,-1.83,0.93,0.9,0.97,2,2,2,5,-0.5,0,1,-0.16,-0.15,0,1,-0.06,-0.87,0,1,-0.1,-1,0,1,0,1,0,1,0,1,0.38,0.84,1.22,0.31,-0.07,-0.91,2.93,7.74,-0.88,2.05,10.68,18.42,-4.26,0.55,-3.71,4.8,4.25,8.51,-3.16,2.86,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-09 08:10:00,2,1,3015.63,66.26,62.6,61.38,2.19,2.27,3.25,3.32,1.38,1.07,167.0,201.39,209.35,46.52,40.03,46.52,44.83,62.77,66.4,0.8660254037844387,-0.4999999999999998,3.66,4.88,1.22,1.06,1.08,1.02,3,3,3,0,-0.08,0,1,0.39,-0.07,0,1,0.07,0.31,1,1,1.21,3,4,4,1,1,1,1,0,1,1.06,1.05,2.11,-4.76,-5.82,-6.87,2.93,7.62,3.7,6.63,17.45,25.07,-5.29,6.86,1.57,12.15,5.29,10.58,2.79,8.81,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
2025-04-09 08:15:00,2,1,3019.7,72.64,66.89,64.49,2.8,2.32,3.39,3.32,2.77,1.25,156.05,261.77,258.24,76.56,52.57,76.56,54.12,80.45,69.37,0.8660254037844387,-0.4999999999999998,5.75,8.15,2.4,1.09,1.13,1.04,3,3,3,0,0.48,1,1,0.61,0.07,1,1,0.14,1.52,1,1,1.39,3,4,4,1,1,1,1,1,2,1.95,1.38,3.33,-6.62,-8.57,-9.95,2.93,7.45,6.75,9.68,21.69,29.14,-6.99,10.26,3.27,17.26,7.0,13.99,5.98,12.0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0
2025-04-09 08:20:00,2,1,3018.06,66.71,63.72,62.37,3.11,2.39,3.47,3.33,3.13,1.44,105.06,186.77,217.58,86.41,69.83,86.41,69.83,86.81,76.68,0.8660254037844387,-0.4999999999999998,2.99,4.34,1.35,1.05,1.07,1.02,3,3,3,0,0.72,1,1,0.31,0.14,1,1,0.08,1.69,1,1,0.36,2,3,4,1,2,1,2,1,2,2.27,1.54,3.81,-3.74,-6.01,-7.55,2.93,7.67,5.0,7.93,19.83,27.5,-7.8,8.05,0.25,15.84,7.79,15.59,3.53,9.56,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
2025-04-09 08:25:00,2,1,3017.49,64.57,62.6,61.62,3.27,2.48,3.53,3.35,3.07,1.64,71.38,132.7,174.06,86.13,83.03,86.22,83.06,86.22,84.49,0.8660254037844387,-0.4999999999999998,1.97,2.95,0.98,1.03,1.05,1.02,3,3,3,0,0.79,1,1,0.16,0.18,1,1,0.06,1.43,1,1,-0.06,1,2,3,1,2,1,2,1,2,2.34,1.64,3.98,-2.37,-4.71,-6.35,2.93,8.27,4.43,7.36,18.66,26.93,-8.38,7.0,-1.38,15.38,8.38,16.76,2.34,8.37,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-09 08:30:00,2,1,3013.69,51.7,55.64,56.89,3.06,2.55,3.5,3.36,2.17,1.73,19.05,63.22,101.56,70.04,80.86,72.43,81.69,72.43,81.82,0.8660254037844387,-0.4999999999999998,-3.94,-5.19,-1.25,0.93,0.91,0.98,2,2,2,5,0.51,1,1,-0.21,0.14,1,1,-0.03,0.44,1,1,-0.9,1,1,2,0,1,0,1,0,1,1.86,1.53,3.39,1.07,-0.79,-2.32,2.93,8.66,0.63,3.56,14.47,23.13,-8.3,2.85,-5.45,11.15,8.3,16.6,-1.62,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-09 08:35:00,2,1,3014.73,54.59,57.05,57.82,2.94,2.62,3.49,3.38,1.75,1.79,-11.1,45.96,81.39,53.98,70.05,65.02,74.56,65.02,74.56,0.8660254037844387,-0.4999999999999998,-2.46,-3.23,-0.77,0.96,0.94,0.99,2,2,2,5,0.32,1,1,-0.12,0.11,1,1,-0.01,-0.04,0,1,-0.42,0,1,1,0,1,0,1,0,1,1.61,1.46,3.07,0.02,-1.59,-3.05,2.93,9.28,1.67,4.6,14.89,24.17,-7.89,3.37,-4.52,11.27,7.9,15.79,-1.03,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-09 08:40:00,2,1,3015.83,57.71,58.55,58.81,2.9,2.67,3.49,3.39,1.64,1.82,-54.07,40.0,72.82,37.38,53.8,61.32,66.26,61.32,66.26,0.8660254037844387,-0.4999999999999998,-0.84,-1.1,-0.26,0.99,0.98,1.0,2,2,2,5,0.23,1,1,-0.04,0.1,1,1,0.0,-0.18,0,1,-0.11,0,1,1,0,1,0,1,0,1,1.52,1.44,2.96,-0.81,-2.33,-3.77,2.93,10.28,2.77,5.7,14.99,25.27,-7.7,3.97,-3.73,11.67,7.7,15.4,-0.41,5.61,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2025-04-09 08:45:00,2,1,3017.18,61.5,60.37,60.01,2.94,2.78,3.51,3.42,1.75,1.98,0.45,64.38,93.11,46.03,45.8,68.9,65.08,69.09,65.15,0.8660254037844387,-0.4999999999999998,1.13,1.49,0.36,1.02,1.02,1.01,3,3,3,0,0.16,1,1,0.04,0.09,1,1,0.02,-0.23,0,1,0.11,1,1,1,1,1,1,1,1,1,1.57,1.47,3.04,-1.62,-3.19,-4.66,3.06,12.2,3.99,7.05,14.42,26.62,-7.76,4.84,-2.92,12.59,7.75,15.51,0.52,6.55,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0
2025-04-09 08:50:00,2,1,3017.17,61.46,60.35,60.0,2.94,2.91,3.52,3.46,1.73,2.16,47.93,72.33,96.21,63.14,48.85,72.31,67.51,74.53,68.31,0.8660254037844387,-0.4999999999999998,1.11,1.46,0.35,1.02,1.02,1.01,3,3,3,0,0.03,1,1,0.0,0.06,1,1,0.01,-0.43,0,1,-0.02,1,1,1,1,1,1,1,1,1,1.54,1.47,3.01,-1.21,-2.75,-4.22,4.58,13.83,2.46,7.04,12.78,26.61,-7.58,4.31,-3.27,11.89,7.58,15.16,0.01,6.04,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
2025-04-09 08:55:00,2,1,3015.08,51.7,55.93,57.14,2.74,2.97,3.48,3.48,1.24,2.14,-4.89,39.34,64.19,66.67,58.61,64.81,68.67,72.86,72.16,0.8660254037844387,-0.4999999999999998,-4.23,-5.44,-1.21,0.92,0.9,0.98,2,2,2,5,-0.23,0,1,-0.2,0.0,0,1,-0.04,-0.9,0,1,-0.49,0,1,1,1,1,0,1,1,1,1.24,1.36,2.6,0.66,-0.58,-1.94,6.26,14.43,-1.31,4.95,10.09,24.52,-7.4,1.9,-5.5,9.3,7.4,14.8,-2.37,3.66,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-09 09:00:00,2,1,3018.96,64.06,61.56,60.78,2.87,2.97,3.51,3.5,1.64,2.01,118.81,76.14,90.26,74.27,68.03,63.14,66.75,76.82,74.73,0.7071067811865476,-0.7071067811865475,2.5,3.28,0.78,1.04,1.05,1.01,3,3,3,0,-0.1,0,1,0.13,0.01,1,1,0.03,-0.37,0,1,0.4,2,1,1,1,1,0,1,1,1,1.45,1.43,2.88,-2.41,-3.86,-5.29,6.26,15.32,2.57,8.83,13.08,28.4,-7.76,5.4,-2.36,13.16,7.76,15.52,0.89,6.92,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2025-04-09 09:05:00,2,1,3017.67,58.27,58.87,59.03,2.82,2.94,3.51,3.5,1.54,1.84,126.19,92.38,100.43,58.13,66.36,54.34,60.76,73.58,74.42,0.7071067811865476,-0.7071067811865475,-0.6,-0.76,-0.16,0.99,0.99,1.0,2,2,2,5,-0.12,0,1,-0.05,0.01,1,1,0.0,-0.3,0,1,-0.1,2,1,2,0,1,0,1,0,1,1.39,1.41,2.8,-0.84,-2.23,-3.64,6.27,15.23,-0.05,6.22,11.7,26.93,-7.6,3.66,-3.94,11.25,7.59,15.19,-0.79,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-09 09:10:00,2,1,3020.4,65.88,62.6,61.5,2.98,2.91,3.55,3.5,1.93,1.71,162.79,152.58,134.74,58.95,63.78,63.0,60.16,77.07,75.82,0.7071067811865476,-0.7071067811865475,3.28,4.38,1.1,1.05,1.07,1.02,3,3,3,0,0.07,1,1,0.16,0.05,1,1,0.04,0.22,1,1,0.39,3,3,2,0,1,1,1,1,1,1.62,1.49,3.11,-2.68,-4.3,-5.79,3.99,14.29,1.68,5.67,15.37,29.66,-7.72,5.82,-1.9,13.54,7.72,15.44,0.91,6.95,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2025-04-09 09:15:00,2,1,3025.81,76.0,68.67,65.78,3.5,2.96,3.69,3.53,3.1,1.81,160.49,228.06,174.02,65.27,60.78,72.1,63.15,80.58,77.08,0.7071067811865476,-0.7071067811865475,7.33,10.22,2.89,1.11,1.16,1.04,3,3,3,0,0.54,1,1,0.52,0.16,1,1,0.14,1.29,1,1,1.17,3,4,3,1,1,1,1,1,2,2.34,1.77,4.11,-6.07,-8.41,-10.18,3.33,14.29,6.7,10.03,20.78,35.07,-8.97,10.5,1.53,19.48,8.98,17.95,5.12,11.16,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
2025-04-09 09:20:00,2,1,3030.38,81.43,72.7,68.86,4.23,3.1,3.89,3.57,4.48,2.12,162.27,265.89,234.32,80.46,68.23,83.66,72.92,86.44,81.37,0.7071067811865476,-0.7071067811865475,8.73,12.57,3.84,1.12,1.18,1.06,4,3,3,0,1.13,1,1,0.73,0.32,1,1,0.2,2.36,1,1,1.38,3,4,4,1,2,1,2,1,2,3.27,2.16,5.43,-7.98,-11.25,-13.41,3.34,12.97,7.66,11.0,25.67,38.64,-10.81,14.07,3.26,24.87,10.8,21.61,8.64,14.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-09 09:25:00,2,1,3029.41,77.11,70.62,67.51,4.67,3.3,4.05,3.63,4.88,2.48,109.1,183.13,207.21,85.7,77.14,87.34,81.03,88.54,85.19,0.7071067811865476,-0.7071067811865475,6.49,9.6,3.11,1.09,1.14,1.05,3,3,3,0,1.37,1,1,0.44,0.42,1,1,0.16,2.4,1,1,0.4,2,3,4,1,2,1,2,1,2,3.65,2.4,6.05,-5.26,-8.91,-11.31,4.44,12.84,5.59,10.03,24.83,37.67,-11.91,12.17,0.26,24.08,11.91,23.82,6.97,13.01,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
2025-04-09 09:30:00,2,1,3033.88,82.19,74.27,70.32,5.33,3.56,4.27,3.72,5.72,2.92,105.05,164.44,211.84,84.6,83.59,86.22,85.74,87.23,87.41,0.7071067811865476,-0.7071067811865475,7.92,11.87,3.95,1.11,1.17,1.06,4,3,3,0,1.77,1,1,0.66,0.55,1,1,0.22,2.8,1,1,0.84,2,3,4,1,2,1,2,0,2,4.31,2.74,7.05,-7.29,-11.6,-14.34,4.63,13.63,8.65,13.28,27.99,41.62,-13.5,15.47,1.97,28.97,13.5,27.0,10.31,16.35,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0
